file_name,detections,mean_confidence,median_confidence,min_confidence,max_confidence,first_detection_seconds,last_detection_seconds,hydrophone,hydrophone_name_matches_metadata,recording_datetime,date,month,recording_path,recording_exists,duration_seconds,duration_from_audio_header,duration_hours,detections_per_hour
Exp_06_Sep_2024_1900_channel_0.wav,5272,0.7127754,0.71642464,0.5000166,0.99260485,0.0,3004.0,0,True,2024-09-06 19:00:00,2024-09-06,2024-09,/media/DOLPHIN1_robin/2024/Exp_06_Sep_2024_1900_channel_0.wav,True,3004.2708333333335,True,0.834519675925926,6317.406469955965
Exp_17_Sep_2024_0800_channel_2.wav,5267,0.7048709,0.7054488,0.50011986,0.99999976,0.8,3004.0,2,True,2024-09-17 08:00:00,2024-09-17,2024-09,/media/DOLPHIN1_robin/2024/Exp_17_Sep_2024_0800_channel_2.wav,True,3004.1666666666665,True,0.8344907407407407,6311.63384188627
Exp_10_Sep_2024_1600_channel_0.wav,5236,0.7069324,0.6966769,0.5000882,0.99998605,1.2,3004.4,0,True,2024-09-10 16:00:00,2024-09-10,2024-09,/media/DOLPHIN1_robin/2024/Exp_10_Sep_2024_1600_channel_0.wav,True,3004.5833333333335,True,0.8346064814814815,6273.615309943142
Exp_07_Sep_2024_1500_channel_0.wav,5192,0.71966565,0.71607625,0.50000113,0.99787176,0.0,3001.6,0,True,2024-09-07 15:00:00,2024-09-07,2024-09,/media/DOLPHIN1_robin/2024/Exp_07_Sep_2024_1500_channel_0.wav,True,3005.1041666666665,True,0.8347511574074074,6219.817671323097
Exp_18_Sep_2024_1100_channel_2.wav,5181,0.69832534,0.69536614,0.5001594,0.9998859,0.0,3003.6,2,True,2024-09-18 11:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_1100_channel_2.wav,True,3004.2708333333335,True,0.834519675925926,6208.361707291702
Exp_07_Sep_2024_1700_channel_0.wav,5171,0.7097307,0.7015245,0.5003344,1.0,0.0,3004.4,0,True,2024-09-07 17:00:00,2024-09-07,2024-09,/media/DOLPHIN1_robin/2024/Exp_07_Sep_2024_1700_channel_0.wav,True,3004.6875,True,0.8346354166666666,6195.519500780031
Exp_18_Sep_2024_1800_channel_2.wav,5161,0.71664685,0.72055274,0.5000016,1.0,0.0,3004.0,2,True,2024-09-18 18:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_1800_channel_2.wav,True,3004.2708333333335,True,0.834519675925926,6184.395825387469
Exp_09_Sep_2024_1000_channel_0.wav,5151,0.6933256,0.68131757,0.5000452,0.98722976,0.0,3004.0,0,True,2024-09-09 10:00:00,2024-09-09,2024-09,/media/DOLPHIN1_robin/2024/Exp_09_Sep_2024_1000_channel_0.wav,True,3004.4791666666665,True,0.8345775462962962,6171.984883680617
Exp_20_Sep_2024_1400_channel_0.wav,5145,0.6917029,0.67760736,0.5002242,0.99842477,0.0,3004.4,0,True,2024-09-20 14:00:00,2024-09-20,2024-09,/media/DOLPHIN1_robin/2024/Exp_20_Sep_2024_1400_channel_0.wav,True,3004.7916666666665,True,0.8346643518518518,6164.154475490536
Exp_17_Sep_2024_0000_channel_1.wav,5138,0.7241716,0.72852063,0.5000028,0.98475593,0.4,3004.4,1,True,2024-09-17 00:00:00,2024-09-17,2024-09,/media/DOLPHIN1_robin/2024/Exp_17_Sep_2024_0000_channel_1.wav,True,3004.6875,True,0.8346354166666666,6155.98127925117
Exp_18_Sep_2024_1000_channel_2.wav,5115,0.695089,0.6911335,0.5000313,0.9943473,34.0,3004.0,2,True,2024-09-18 10:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_1000_channel_2.wav,True,3004.375,True,0.8345486111111111,6129.061784897025
Exp_09_Sep_2024_0800_channel_2.wav,5111,0.7105436,0.71240395,0.5002442,0.99995434,0.0,3004.4,2,True,2024-09-09 08:00:00,2024-09-09,2024-09,/media/DOLPHIN1_robin/2024/Exp_09_Sep_2024_0800_channel_2.wav,True,3004.8958333333335,True,0.834693287037037,6123.2072659201995
Exp_20_Sep_2024_0800_channel_1.wav,5079,0.6951234,0.6885636,0.5001881,1.0,0.0,3004.4,1,True,2024-09-20 08:00:00,2024-09-20,2024-09,/media/DOLPHIN1_robin/2024/Exp_20_Sep_2024_0800_channel_1.wav,True,3004.7916666666665,True,0.8346643518518518,6085.080773764127
Exp_17_Sep_2024_1200_channel_0.wav,5072,0.70549256,0.7023857,0.50012255,0.99988925,0.0,3004.4,0,True,2024-09-17 12:00:00,2024-09-17,2024-09,/media/DOLPHIN1_robin/2024/Exp_17_Sep_2024_1200_channel_0.wav,True,3004.5833333333335,True,0.8346064814814815,6077.115517958674
Exp_18_Sep_2024_0800_channel_2.wav,5067,0.6976369,0.6920763,0.50016487,1.0,1.2,3004.0,2,True,2024-09-18 08:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_0800_channel_2.wav,True,3004.5833333333335,True,0.8346064814814815,6071.124670642074
Exp_20_Sep_2024_0800_channel_0.wav,5054,0.6969717,0.68234396,0.5000177,0.9999999,0.0,3003.6,0,True,2024-09-20 08:00:00,2024-09-20,2024-09,/media/DOLPHIN1_robin/2024/Exp_20_Sep_2024_0800_channel_0.wav,True,3004.7916666666665,True,0.8346643518518518,6055.128614019275
Exp_17_Sep_2024_0800_channel_0.wav,5051,0.7006021,0.68928134,0.50006634,0.99907637,0.0,3004.0,0,True,2024-09-17 08:00:00,2024-09-17,2024-09,/media/DOLPHIN1_robin/2024/Exp_17_Sep_2024_0800_channel_0.wav,True,3004.1666666666665,True,0.8344907407407407,6052.793342579751
Exp_09_Sep_2024_1100_channel_0.wav,5014,0.68562216,0.6708086,0.5002172,0.98511976,0.0,3002.8,0,True,2024-09-09 11:00:00,2024-09-09,2024-09,/media/DOLPHIN1_robin/2024/Exp_09_Sep_2024_1100_channel_0.wav,True,3004.375,True,0.8345486111111111,6008.0382775119615
Exp_14_Aug_2024_1700_channel_0.wav,4954,0.63159376,0.62179375,0.5000113,0.93304354,3.6,3004.0,0,True,2024-08-14 17:00:00,2024-08-14,2024-08,/media/DOLPHIN1_robin/2024/Exp_14_Aug_2024_1700_channel_0.wav,True,3004.375,True,0.8345486111111111,5936.143124609944
Exp_20_Sep_2024_0800_channel_2.wav,4922,0.706588,0.705853,0.50007117,1.0,0.0,3004.4,2,True,2024-09-20 08:00:00,2024-09-20,2024-09,/media/DOLPHIN1_robin/2024/Exp_20_Sep_2024_0800_channel_2.wav,True,3004.7916666666665,True,0.8346643518518518,5896.981210566457
Exp_08_Sep_2024_0800_channel_2.wav,4908,0.7054134,0.7064147,0.5000603,1.0,0.0,3003.6,2,True,2024-09-08 08:00:00,2024-09-08,2024-09,/media/DOLPHIN1_robin/2024/Exp_08_Sep_2024_0800_channel_2.wav,True,3003.9583333333335,True,0.8344328703703704,5881.8392398918095
Exp_18_Sep_2024_1900_channel_1.wav,4877,0.72810996,0.7384933,0.5000133,0.9999887,0.0,3004.4,1,True,2024-09-18 19:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_1900_channel_1.wav,True,3004.5833333333335,True,0.8346064814814815,5843.472472611288
Exp_10_Sep_2024_1200_channel_0.wav,4824,0.68861,0.672317,0.5000327,0.974536,0.4,3004.8,0,True,2024-09-10 12:00:00,2024-09-10,2024-09,/media/DOLPHIN1_robin/2024/Exp_10_Sep_2024_1200_channel_0.wav,True,3004.8958333333335,True,0.834693287037037,5779.368391860506
Exp_16_Sep_2024_1000_channel_0.wav,4811,0.6840826,0.666508,0.5000921,0.9937854,0.0,3004.4,0,True,2024-09-16 10:00:00,2024-09-16,2024-09,/media/DOLPHIN1_robin/2024/Exp_16_Sep_2024_1000_channel_0.wav,True,3004.6875,True,0.8346354166666666,5764.19344773791
Exp_10_Sep_2024_1000_channel_0.wav,4787,0.6808343,0.66192925,0.50006086,0.97916657,0.0,3003.2,0,True,2024-09-10 10:00:00,2024-09-10,2024-09,/media/DOLPHIN1_robin/2024/Exp_10_Sep_2024_1000_channel_0.wav,True,3004.4791666666665,True,0.8345775462962962,5735.83607807787
Exp_18_Sep_2024_0800_channel_0.wav,4787,0.69768494,0.6878588,0.50003844,0.9999999,0.4,3004.0,0,True,2024-09-18 08:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_0800_channel_0.wav,True,3004.5833333333335,True,0.8346064814814815,5735.637220912495
Exp_18_Sep_2024_1200_channel_0.wav,4782,0.69515145,0.6843734,0.5002865,0.99929535,1.2,3004.4,0,True,2024-09-18 12:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_1200_channel_0.wav,True,3004.7916666666665,True,0.8346643518518518,5729.249115995285
Exp_16_Sep_2024_1800_channel_2.wav,4741,0.7170553,0.71987957,0.5001135,0.99681985,175.2,3004.0,2,True,2024-09-16 18:00:00,2024-09-16,2024-09,/media/DOLPHIN1_robin/2024/Exp_16_Sep_2024_1800_channel_2.wav,True,3004.2708333333335,True,0.834519675925926,5681.112305398564
Exp_11_Sep_2024_1200_channel_2.wav,4726,0.68622994,0.67950296,0.5000025,0.9977452,4.8,3004.0,2,True,2024-09-11 12:00:00,2024-09-11,2024-09,/media/DOLPHIN1_robin/2024/Exp_11_Sep_2024_1200_channel_2.wav,True,3004.1666666666665,True,0.8344907407407407,5663.334257975035
Exp_18_Sep_2024_0000_channel_1.wav,4719,0.7083435,0.7087105,0.50010747,0.97334677,0.4,3005.6,1,True,2024-09-18 00:00:00,2024-09-18,2024-09,/media/DOLPHIN1_robin/2024/Exp_18_Sep_2024_0000_channel_1.wav,True,3005.9375,True,0.8349826388888889,5651.614512943133
Exp_13_Sep_2024_1500_channel_0.wav,4686,0.6861214,0.664786,0.5000278,1.0,0.4,3004.4,0,True,2024-09-13 15:00:00,2024-09-13,2024-09,/media/DOLPHIN1_robin/2024/Exp_13_Sep_2024_1500_channel_0.wav,True,3004.4791666666665,True,0.8345775462962962,5614.816766633153
Exp_20_Sep_2024_1400_channel_2.wav,4684,0.6791131,0.667619,0.50025934,0.99999917,1.2,3004.0,2,True,2024-09-20 14:00:00,2024-09-20,2024-09,/media/DOLPHIN1_robin/2024/Exp_20_Sep_2024_1400_channel_2.wav,True,3004.7916666666665,True,0.8346643518518518,5611.836649795466
Exp_12_Sep_2024_1400_channel_0.wav,4643,0.6748323,0.65190816,0.500216,0.98012644,0.4,3004.0,0,True,2024-09-12 14:00:00,2024-09-12,2024-09,/media/DOLPHIN1_robin/2024/Exp_12_Sep_2024_1400_channel_0.wav,True,3004.375,True,0.8345486111111111,5563.486582067818
Exp_13_Sep_2024_1000_channel_2.wav,4600,0.6871765,0.6762548,0.5002026,0.9995623,25.2,3004.4,2,True,2024-09-13 10:00:00,2024-09-13,2024-09,/media/DOLPHIN1_robin/2024/Exp_13_Sep_2024_1000_channel_2.wav,True,3004.6875,True,0.8346354166666666,5511.388455538222
