date,hydrophone,total_detections,mean_detection_confidence,median_detection_confidence,recording_files,matched_recording_files,total_duration_seconds,mean_file_confidence,median_file_confidence,total_duration_hours,detections_per_hour
2024-09-08,1,23812,0.7093636,0.69271815,11,11,33049.791666666664,0.7198093,0.7262457,9.180497685185184,2593.759163887821
2024-09-08,2,13156,0.703275,0.70105785,9,9,27041.041666666668,0.6748669,0.69362575,7.511400462962963,1751.4709893140828
2024-09-09,0,49157,0.70267665,0.6942154,11,11,33050.0,0.6922428,0.68562216,9.180555555555555,5354.468986384267
2024-09-09,1,28243,0.6788519,0.6579123,11,11,33050.0,0.6735746,0.66757226,9.180555555555555,3076.393343419062
2024-09-09,2,5315,0.70965815,0.71043056,10,10,30045.520833333332,0.68601763,0.6819732,8.345978009259259,636.8336933195118
2024-09-10,0,43915,0.6897687,0.6744162,11,11,33049.166666666664,0.6833666,0.6808343,9.180324074074074,4783.600191633677
2024-09-10,1,28533,0.67884356,0.655801,11,11,33049.166666666664,0.67564136,0.6704351,9.180324074074074,3108.0602133185407
2024-09-10,2,3082,0.6857651,0.67169094,11,11,33049.166666666664,0.66413873,0.65815413,9.180324074074074,335.7179959151769
2024-09-11,0,28469,0.6675288,0.64668304,10,10,28731.770833333332,0.66678756,0.6677394,7.981047453703703,3567.0756457899033
2024-09-11,1,21716,0.6834911,0.66248393,10,10,28746.770833333332,0.6787709,0.67736155,7.98521412037037,2719.5263236088113
2024-09-11,2,35748,0.69697237,0.6909559,10,10,28746.770833333332,0.6934048,0.6916791,7.98521412037037,4476.774130427693
2024-09-12,0,19836,0.6678501,0.6426687,9,9,27010.520833333332,0.6656747,0.6678936,7.502922453703704,2643.769827343512
2024-09-12,1,17130,0.6897075,0.6638906,9,9,27010.520833333332,0.6862195,0.6828958,7.502922453703704,2283.1103620888466
2024-09-12,2,19334,0.6771553,0.66185665,9,9,27010.520833333332,0.6632434,0.67467767,7.502922453703704,2576.8625651270145
